Latency,LatencyAdj,Interval
6664226,18446744073551775842,16
6664234,18446744073551765850,8
6664266,18446744073551755882,32
6665266,18446744073551746882,1000
6665278,18446744073551736894,12
6665294,18446744073551726910,16
6665306,18446744073551716922,12
6666242,18446744073551707858,936
6666254,18446744073551697870,12
6666270,18446744073551687886,16
6666282,18446744073551677898,12
6667206,18446744073551668822,924
6667262,18446744073551658878,56
6667282,18446744073551648898,20
6667294,18446744073551638910,12
6668158,18446744073551629774,864
6668538,18446744073551620154,380
6668550,18446744073551610166,12
6668570,18446744073551600186,20
6669498,18446744073551591114,928
6669510,18446744073551581126,12
6669538,18446744073551571154,28
6669550,18446744073551561166,12
6670426,18446744073551552042,876
6670462,18446744073551542078,36
6670474,18446744073551532090,12
6670486,18446744073551522102,12
6671418,18446744073551513034,932
6671438,18446744073551503054,20
6671450,18446744073551493066,12
6672362,18446744073551483978,912
6672410,18446744073551474026,48
6672418,18446744073551464034,8
6672438,18446744073551454054,20
6673378,18446744073551444994,940
6673394,18446744073551435010,16
6673406,18446744073551425022,12
6673426,18446744073551415042,20
6674362,18446744073551405978,936
6674374,18446744073551395990,12
6674386,18446744073551386002,12
6674398,18446744073551376014,12
6675322,18446744073551366938,924
6675334,18446744073551356950,12
6675350,18446744073551346966,16
6675366,18446744073551336982,16
6676270,18446744073551327886,904
6676294,18446744073551317910,24
6676310,18446744073551307926,16
6676322,18446744073551297938,12
6677222,18446744073551288838,900
6677242,18446744073551278858,20
6677254,18446744073551268870,12
6678146,18446744073551259762,892
6678194,18446744073551249810,48
6678206,18446744073551239822,12
6678218,18446744073551229834,12
6679170,18446744073551220786,952
6679190,18446744073551210806,20
6679198,18446744073551200814,8
6679214,18446744073551190830,16
6680198,18446744073551181814,984
6680214,18446744073551171830,16
6680226,18446744073551161842,12
6680238,18446744073551151854,12
6681142,18446744073551142758,904
6681190,18446744073551132806,48
6681210,18446744073551122826,20
6681218,18446744073551112834,8
6682170,18446744073551103786,952
6682186,18446744073551093802,16
6682202,18446744073551083818,16
6682214,18446744073551073830,12
6683198,18446744073551064814,984
6683538,18446744073551055154,340
6683554,18446744073551045170,16
6683574,18446744073551035190,20
6683586,18446744073551025202,12
6684466,18446744073551016082,880
6684478,18446744073551006094,12
6684810,18446744073550996426,332
6684846,18446744073550986462,36
6685786,18446744073550977402,940
6685802,18446744073550967418,16
6685822,18446744073550957438,20
6685830,18446744073550947446,8
6685842,18446744073550937458,12
6686706,18446744073550928322,864
6686750,18446744073550918366,44
6686762,18446744073550908378,12
6687710,18446744073550899326,948
6687734,18446744073550889350,24
6687746,18446744073550879362,12
6687762,18446744073550869378,16
6688658,18446744073550860274,896
6688762,18446744073550850378,104
6688774,18446744073550840390,12
6688790,18446744073550830406,16
6689734,18446744073550821350,944
6689758,18446744073550811374,24
6689770,18446744073550801386,12
6689782,18446744073550791398,12
6690734,18446744073550782350,952
6690742,18446744073550772358,8
6690754,18446744073550762370,12
6690770,18446744073550752386,16
6691710,18446744073550743326,940
6691746,18446744073550733362,36
6691762,18446744073550723378,16
6691770,18446744073550713386,8
6692722,18446744073550704338,952
6692734,18446744073550694350,12
6692750,18446744073550684366,16
6692766,18446744073550674382,16
6693706,18446744073550665322,940
6693722,18446744073550655338,16
6693734,18446744073550645350,12
6693746,18446744073550635362,12
6694682,18446744073550626298,936
6694698,18446744073550616314,16
6694710,18446744073550606326,12
6694726,18446744073550596342,16
6695670,18446744073550587286,944
6695686,18446744073550577302,16
6695702,18446744073550567318,16
6695710,18446744073550557326,8
6696650,18446744073550548266,940
6696662,18446744073550538278,12
6696682,18446744073550528298,20
6696698,18446744073550518314,16
6697626,18446744073550509242,928
6697678,18446744073550499294,52
6697686,18446744073550489302,8
6697702,18446744073550479318,16
6697714,18446744073550469330,12
6698570,18446744073550460186,856
6698602,18446744073550450218,32
6698626,18446744073550440242,24
6698638,18446744073550430254,12
6699582,18446744073550421198,944
6699598,18446744073550411214,16
6699606,18446744073550401222,8
6700538,18446744073550392154,932
6700582,18446744073550382198,44
6700918,18446744073550372534,336
6700946,18446744073550362562,28
6701850,18446744073550353466,904
6701866,18446744073550343482,16
6701882,18446744073550333498,16
6701894,18446744073550323510,12
6701906,18446744073550313522,12
6702834,18446744073550304450,928
6702870,18446744073550294486,36
6702886,18446744073550284502,16
6703842,18446744073550275458,956
6703866,18446744073550265482,24
6703894,18446744073550255510,28
6703910,18446744073550245526,16
6705038,18446744073550236654,1128
6705066,18446744073550226682,28
6705078,18446744073550216694,12
6705090,18446744073550206706,12
6705990,18446744073550197606,900
6706002,18446744073550187618,12
6706014,18446744073550177630,12
6706346,18446744073550167962,332
6706366,18446744073550157982,20
6707290,18446744073550148906,924
6707306,18446744073550138922,16
6707322,18446744073550128938,16
6707334,18446744073550118950,12
6707342,18446744073550108958,8
6708282,18446744073550099898,940
6708298,18446744073550089914,16
6708306,18446744073550079922,8
6708322,18446744073550069938,16
6709166,18446744073550060782,844
6709186,18446744073550050802,20
6709214,18446744073550040830,28
6709222,18446744073550030838,8
6710138,18446744073550021754,916
6710154,18446744073550011770,16
6710170,18446744073550001786,16
6711162,18446744073549992778,992
6711174,18446744073549982790,12
6711194,18446744073549972810,20
6711210,18446744073549962826,16
6712206,18446744073549953822,996
6712218,18446744073549943834,12
6712230,18446744073549933846,12
6712250,18446744073549923866,20
6713154,18446744073549914770,904
6713174,18446744073549904790,20
6713194,18446744073549894810,20
6713214,18446744073549884830,20
6713222,18446744073549874838,8
6714178,18446744073549865794,956
6714194,18446744073549855810,16
6714206,18446744073549845822,12
6714218,18446744073549835834,12
6715122,18446744073549826738,904
6715138,18446744073549816754,16
6715154,18446744073549806770,16
6715166,18446744073549796782,12
6716070,18446744073549787686,904
6716150,18446744073549777766,80
6716162,18446744073549767778,12
6716182,18446744073549757798,20
6717094,18446744073549748710,912
6717110,18446744073549738726,16
6717126,18446744073549728742,16
6718006,18446744073549719622,880
6718026,18446744073549709642,20
6718034,18446744073549699650,8
6718046,18446744073549689662,12
6718942,18446744073549680558,896
6718994,18446744073549670610,52
6719002,18446744073549660618,8
6719870,18446744073549651486,868
6720030,18446744073549641646,160
6720046,18446744073549631662,16
6720978,18446744073549622594,932
6720998,18446744073549612614,20
6721010,18446744073549602626,12
6721018,18446744073549592634,8
6721030,18446744073549582646,12
6721990,18446744073549573606,960
6722014,18446744073549563630,24
6722026,18446744073549553642,12
6722058,18446744073549543674,32
6722966,18446744073549534582,908
6722986,18446744073549524602,20
6722998,18446744073549514614,12
6723014,18446744073549504630,16
6723930,18446744073549495546,916
6723982,18446744073549485598,52
6723998,18446744073549475614,16
6724010,18446744073549465626,12
6724922,18446744073549456538,912
6724950,18446744073549446566,28
6724962,18446744073549436578,12
6725906,18446744073549427522,944
6725918,18446744073549417534,12
6725934,18446744073549407550,16
6725946,18446744073549397562,12
6726838,18446744073549388454,892
6726854,18446744073549378470,16
6726862,18446744073549368478,8
6726882,18446744073549358498,20
6727862,18446744073549349478,980
6727878,18446744073549339494,16
6727894,18446744073549329510,16
6727906,18446744073549319522,12
6728794,18446744073549310410,888
6728814,18446744073549300430,20
6728830,18446744073549290446,16
6728838,18446744073549280454,8
6729694,18446744073549271310,856
6729750,18446744073549261366,56
6729762,18446744073549251378,12
6729814,18446744073549241430,52
6730758,18446744073549232374,944
6730790,18446744073549222406,32
6730806,18446744073549212422,16
6730818,18446744073549202434,12
6731794,18446744073549193410,976
6731810,18446744073549183426,16
6731822,18446744073549173438,12
6731838,18446744073549163454,16
6732766,18446744073549154382,928
6732778,18446744073549144394,12
6732794,18446744073549134410,16
6733114,18446744073549124730,320
6734022,18446744073549115638,908
6734042,18446744073549105658,20
6734054,18446744073549095670,12
6734074,18446744073549085690,20
6734094,18446744073549075710,20
6734970,18446744073549066586,876
6734982,18446744073549056598,12
6734994,18446744073549046610,12
6735878,18446744073549037494,884
6735898,18446744073549027514,20
6735914,18446744073549017530,16
6736854,18446744073549008470,940
6736874,18446744073548998490,20
6736886,18446744073548988502,12
6736890,18446744073548978506,4
6737810,18446744073548969426,920
6737838,18446744073548959454,28
6737850,18446744073548949466,12
6737862,18446744073548939478,12
6738806,18446744073548930422,944
6738818,18446744073548920434,12
6738826,18446744073548910442,8
6738834,18446744073548900450,8
6739786,18446744073548891402,952
6739798,18446744073548881414,12
6739814,18446744073548871430,16
6739826,18446744073548861442,12
6740782,18446744073548852398,956
6740802,18446744073548842418,20
6740810,18446744073548832426,8
6740826,18446744073548822442,16
6741766,18446744073548813382,940
6741786,18446744073548803402,20
6741794,18446744073548793410,8
6741806,18446744073548783422,12
6742746,18446744073548774362,940
6742762,18446744073548764378,16
6742774,18446744073548754390,12
6742782,18446744073548744398,8
6743782,18446744073548735398,1000
6743798,18446744073548725414,16
6743810,18446744073548715426,12
6743818,18446744073548705434,8
6744730,18446744073548696346,912
6744742,18446744073548686358,12
6744766,18446744073548676382,24
6744782,18446744073548666398,16
6745738,18446744073548657354,956
6745762,18446744073548647378,24
6745774,18446744073548637390,12
6745798,18446744073548627414,24
6746698,18446744073548618314,900
6746754,18446744073548608370,56
6746766,18446744073548598382,12
6746778,18446744073548588394,12
6747726,18446744073548579342,948
6747742,18446744073548569358,16
6747770,18446744073548559386,28
6747782,18446744073548549398,12
6748738,18446744073548540354,956
6748754,18446744073548530370,16
6748766,18446744073548520382,12
6748774,18446744073548510390,8
6749706,18446744073548501322,932
6749722,18446744073548491338,16
6749738,18446744073548481354,16
6749790,18446744073548471406,52
6750686,18446744073548462302,896
6750702,18446744073548452318,16
6750714,18446744073548442330,12
6750726,18446744073548432342,12
6751698,18446744073548423314,972
6751966,18446744073548413582,268
6751978,18446744073548403594,12
6752942,18446744073548394558,964
6752962,18446744073548384578,20
6752974,18446744073548374590,12
6752990,18446744073548364606,16
6753002,18446744073548354618,12
6753922,18446744073548345538,920
6753934,18446744073548335550,12
6753950,18446744073548325566,16
6753966,18446744073548315582,16
6754894,18446744073548306510,928
6754910,18446744073548296526,16
6754930,18446744073548286546,20
6754942,18446744073548276558,12
6755866,18446744073548267482,924
6755886,18446744073548257502,20
6755910,18446744073548247526,24
6755922,18446744073548237538,12
6756854,18446744073548228470,932
6756866,18446744073548218482,12
6756878,18446744073548208494,12
6756886,18446744073548198502,8
6757826,18446744073548189442,940
6757846,18446744073548179462,20
6757866,18446744073548169482,20
6757882,18446744073548159498,16
6758826,18446744073548150442,944
6758842,18446744073548140458,16
6758850,18446744073548130466,8
6759138,18446744073548120754,288
6760106,18446744073548111722,968
6760182,18446744073548101798,76
6760210,18446744073548091826,28
6760226,18446744073548081842,16
6760238,18446744073548071854,12
6761206,18446744073548062822,968
6761218,18446744073548052834,12
6761230,18446744073548042846,12
6761242,18446744073548032858,12
6762166,18446744073548023782,924
6762182,18446744073548013798,16
6762194,18446744073548003810,12
6762206,18446744073547993822,12
6763130,18446744073547984746,924
6763154,18446744073547974770,24
6763166,18446744073547964782,12
6763206,18446744073547954822,40
6764182,18446744073547945798,976
6764198,18446744073547935814,16
6764206,18446744073547925822,8
6764218,18446744073547915834,12
6765146,18446744073547906762,928
6765206,18446744073547896822,60
6765214,18446744073547886830,8
6765478,18446744073547877094,264
6765522,18446744073547867138,44
6766462,18446744073547858078,940
6766474,18446744073547848090,12
6766490,18446744073547838106,16
6766502,18446744073547828118,12
6767390,18446744073547819006,888
6767622,18446744073547809238,232
6767642,18446744073547799258,20
6767654,18446744073547789270,12
6768642,18446744073547780258,988
6768658,18446744073547770274,16
6768678,18446744073547760294,20
6768690,18446744073547750306,12
6769666,18446744073547741282,976
6769686,18446744073547731302,20
6769698,18446744073547721314,12
6769710,18446744073547711326,12
6770698,18446744073547702314,988
6770714,18446744073547692330,16
6770726,18446744073547682342,12
6770738,18446744073547672354,12
6770754,18446744073547662370,16
6771686,18446744073547653302,932
6771702,18446744073547643318,16
6771710,18446744073547633326,8
6771726,18446744073547623342,16
6772654,18446744073547614270,928
6772678,18446744073547604294,24
6772698,18446744073547594314,20
6772706,18446744073547584322,8
6773626,18446744073547575242,920
6773642,18446744073547565258,16
6773694,18446744073547555310,52
6774586,18446744073547546202,892
6774602,18446744073547536218,16
6774766,18446744073547526382,164
6774782,18446744073547516398,16
6774798,18446744073547506414,16
6775686,18446744073547497302,888
6775702,18446744073547487318,16
6775726,18446744073547477342,24
6775750,18446744073547467366,24
6776702,18446744073547458318,952
6776722,18446744073547448338,20
6776734,18446744073547438350,12
6776750,18446744073547428366,16
6777670,18446744073547419286,920
6777686,18446744073547409302,16
6777706,18446744073547399322,20
6777714,18446744073547389330,8
6778686,18446744073547380302,972
6778698,18446744073547370314,12
6778714,18446744073547360330,16
6778730,18446744073547350346,16
6779662,18446744073547341278,932
6779670,18446744073547331286,8
6779706,18446744073547321322,36
6779726,18446744073547311342,20
6780686,18446744073547302302,960
6780702,18446744073547292318,16
6780714,18446744073547282330,12
6780726,18446744073547272342,12
6781618,18446744073547263234,892
6781974,18446744073547253590,356
6782006,18446744073547243622,32
6782018,18446744073547233634,12
6783230,18446744073547224846,1212
6783250,18446744073547214866,20
6783266,18446744073547204882,16
6783274,18446744073547194890,8
6784198,18446744073547185814,924
6784570,18446744073547176186,372
6784586,18446744073547166202,16
6784598,18446744073547156214,12
6784606,18446744073547146222,8
6785582,18446744073547137198,976
6785594,18446744073547127210,12
6785614,18446744073547117230,20
6785674,18446744073547107290,60
6785694,18446744073547097310,20
6786594,18446744073547088210,900
6786610,18446744073547078226,16
6786622,18446744073547068238,12
6786634,18446744073547058250,12
6787578,18446744073547049194,944
6787598,18446744073547039214,20
6787610,18446744073547029226,12
6787622,18446744073547019238,12
6788578,18446744073547010194,956
6788698,18446744073547000314,120
6788714,18446744073546990330,16
6788730,18446744073546980346,16
6789694,18446744073546971310,964
6789702,18446744073546961318,8
6789722,18446744073546951338,20
6789730,18446744073546941346,8
6790682,18446744073546932298,952
6790694,18446744073546922310,12
6790706,18446744073546912322,12
6790718,18446744073546902334,12
6791678,18446744073546893294,960
6791694,18446744073546883310,16
6791706,18446744073546873322,12
6791722,18446744073546863338,16
6792646,18446744073546854262,924
6792662,18446744073546844278,16
6792674,18446744073546834290,12
6792682,18446744073546824298,8
6792694,18446744073546814310,12
6793582,18446744073546805198,888
6793594,18446744073546795210,12
6793662,18446744073546785278,68
6793678,18446744073546775294,16
6794534,18446744073546766150,856
6794578,18446744073546756194,44
6794594,18446744073546746210,16
6795574,18446744073546737190,980
6795594,18446744073546727210,20
6795602,18446744073546717218,8
6795662,18446744073546707278,60
6796666,18446744073546698282,1004
6796698,18446744073546688314,32
6796714,18446744073546678330,16
6796726,18446744073546668342,12
6796738,18446744073546658354,12
6797642,18446744073546649258,904
6797662,18446744073546639278,20
6797966,18446744073546629582,304
6798206,18446744073546619822,240
6799174,18446744073546610790,968
6799186,18446744073546600802,12
6799198,18446744073546590814,12
6799210,18446744073546580826,12
6799222,18446744073546570838,12
6800210,18446744073546561826,988
6800222,18446744073546551838,12
6800238,18446744073546541854,16
6801138,18446744073546532754,900
6801170,18446744073546522786,32
6801194,18446744073546512810,24
6801202,18446744073546502818,8
6801214,18446744073546492830,12
6802166,18446744073546483782,952
6802182,18446744073546473798,16
6802198,18446744073546463814,16
6803162,18446744073546454778,964
6803170,18446744073546444786,8
6803190,18446744073546434806,20
6803198,18446744073546424814,8
6804166,18446744073546415782,968
6804186,18446744073546405802,20
6804198,18446744073546395814,12
6804210,18446744073546385826,12
6805162,18446744073546376778,952
6805194,18446744073546366810,32
6805206,18446744073546356822,12
6805214,18446744073546346830,8
6805226,18446744073546336842,12
6806138,18446744073546327754,912
6806162,18446744073546317778,24
6806178,18446744073546307794,16
6806194,18446744073546297810,16
6807174,18446744073546288790,980
6807190,18446744073546278806,16
6807202,18446744073546268818,12
6808094,18446744073546259710,892
6808106,18446744073546249722,12
6808114,18446744073546239730,8
6808134,18446744073546229750,20
6808194,18446744073546219810,60
6809170,18446744073546210786,976
6809186,18446744073546200802,16
6809202,18446744073546190818,16
6809206,18446744073546180822,4
6810162,18446744073546171778,956
6810186,18446744073546161802,24
6810202,18446744073546151818,16
6810218,18446744073546141834,16
6811166,18446744073546132782,948
6811222,18446744073546122838,56
6811238,18446744073546112854,16
6811254,18446744073546102870,16
6812226,18446744073546093842,972
6812242,18446744073546083858,16
6812250,18446744073546073866,8
6812266,18446744073546063882,16
6813214,18446744073546054830,948
6813226,18446744073546044842,12
6813242,18446744073546034858,16
6813258,18446744073546024874,16
6813266,18446744073546014882,8
6814134,18446744073546005750,868
6814170,18446744073545995786,36
6814182,18446744073545985798,12
6815086,18446744073545976702,904
6815098,18446744073545966714,12
6815170,18446744073545956786,72
6815190,18446744073545946806,20
6816150,18446744073545937766,960
6816238,18446744073545927854,88
6816250,18446744073545917866,12
6817186,18446744073545908802,936
6817202,18446744073545898818,16
6817222,18446744073545888838,20
6817234,18446744073545878850,12
6818166,18446744073545869782,932
6818178,18446744073545859794,12
6818190,18446744073545849806,12
6818206,18446744073545839822,16
6819142,18446744073545830758,936
6819154,18446744073545820770,12
6819170,18446744073545810786,16
6819186,18446744073545800802,16
6820142,18446744073545791758,956
6820198,18446744073545781814,56
6820214,18446744073545771830,16
6820230,18446744073545761846,16
6821190,18446744073545752806,960
6821210,18446744073545742826,20
6821222,18446744073545732838,12
6821234,18446744073545722850,12
6822130,18446744073545713746,896
6822150,18446744073545703766,20
6822162,18446744073545693778,12
6822174,18446744073545683790,12
6823142,18446744073545674758,968
6823170,18446744073545664786,28
6823178,18446744073545654794,8
6823194,18446744073545644810,16
6824214,18446744073545635830,1020
6824234,18446744073545625850,20
6824278,18446744073545615894,44
6824294,18446744073545605910,16
6825186,18446744073545596802,892
6825202,18446744073545586818,16
6825214,18446744073545576830,12
6825234,18446744073545566850,20
6826166,18446744073545557782,932
6826182,18446744073545547798,16
6826198,18446744073545537814,16
6826210,18446744073545527826,12
6827158,18446744073545518774,948
6827170,18446744073545508786,12
6827186,18446744073545498802,16
6827202,18446744073545488818,16
6828162,18446744073545479778,960
6828178,18446744073545469794,16
6828186,18446744073545459802,8
6828206,18446744073545449822,20
6829154,18446744073545440770,948
6829202,18446744073545430818,48
6829222,18446744073545420838,20
6829234,18446744073545410850,12
6829246,18446744073545400862,12
6830138,18446744073545391754,892
6830490,18446744073545382106,352
6830534,18446744073545372150,44
6831426,18446744073545363042,892
6831446,18446744073545353062,20
6831462,18446744073545343078,16
6831478,18446744073545333094,16
6831490,18446744073545323106,12
6832366,18446744073545313982,876
6832374,18446744073545303990,8
6832406,18446744073545294022,32
6833338,18446744073545284954,932
6833394,18446744073545275010,56
6833406,18446744073545265022,12
6833422,18446744073545255038,16
6834362,18446744073545245978,940
6834382,18446744073545235998,20
6834398,18446744073545226014,16
6834414,18446744073545216030,16
6835342,18446744073545206958,928
6835362,18446744073545196978,20
6835374,18446744073545186990,12
6835386,18446744073545177002,12
6836322,18446744073545167938,936
6836342,18446744073545157958,20
6836354,18446744073545147970,12
6836366,18446744073545137982,12
6837294,18446744073545128910,928
6837318,18446744073545118934,24
6837342,18446744073545108958,24
6837362,18446744073545098978,20
6838294,18446744073545089910,932
6838322,18446744073545079938,28
6838338,18446744073545069954,16
6838350,18446744073545059966,12
6839302,18446744073545050918,952
6839318,18446744073545040934,16
6839330,18446744073545030946,12
6839338,18446744073545020954,8
6840282,18446744073545011898,944
6840298,18446744073545001914,16
6840310,18446744073544991926,12
6840334,18446744073544981950,24
6841282,18446744073544972898,948
6841290,18446744073544962906,8
6841310,18446744073544952926,20
6841322,18446744073544942938,12
6842254,18446744073544933870,932
6842270,18446744073544923886,16
6842286,18446744073544913902,16
6842302,18446744073544903918,16
6843234,18446744073544894850,932
6843254,18446744073544884870,20
6843270,18446744073544874886,16
6843278,18446744073544864894,8
6844210,18446744073544855826,932
6844226,18446744073544845842,16
6844242,18446744073544835858,16
6844254,18446744073544825870,12
6845242,18446744073544816858,988
6845258,18446744073544806874,16
6845266,18446744073544796882,8
6845282,18446744073544786898,16
6846198,18446744073544777814,916
6846214,18446744073544767830,16
6846558,18446744073544758174,344
6846586,18446744073544748202,28
6847454,18446744073544739070,868
6847474,18446744073544729090,20
6847490,18446744073544719106,16
6847522,18446744073544709138,32
6847538,18446744073544699154,16
6848438,18446744073544690054,900
6848446,18446744073544680062,8
6848462,18446744073544670078,16
6849382,18446744073544660998,920
6849398,18446744073544651014,16
6849414,18446744073544641030,16
6849426,18446744073544631042,12
6850350,18446744073544621966,924
6850362,18446744073544611978,12
6850378,18446744073544601994,16
6851354,18446744073544592970,976
6851370,18446744073544582986,16
6851382,18446744073544572998,12
6851394,18446744073544563010,12
6852322,18446744073544553938,928
6852330,18446744073544543946,8
6852346,18446744073544533962,16
6852358,18446744073544523974,12
6853322,18446744073544514938,964
6853338,18446744073544504954,16
6853350,18446744073544494966,12
6853362,18446744073544484978,12
6854302,18446744073544475918,940
6854322,18446744073544465938,20
6854334,18446744073544455950,12
6854346,18446744073544445962,12
6855282,18446744073544436898,936
6855290,18446744073544426906,8
6855550,18446744073544417166,260
6855570,18446744073544407186,20
6856494,18446744073544398110,924
6856514,18446744073544388130,20
6856530,18446744073544378146,16
6856542,18446744073544368158,12
6856566,18446744073544358182,24
6857510,18446744073544349126,944
6857522,18446744073544339138,12
6857542,18446744073544329158,20
6857550,18446744073544319166,8
6858450,18446744073544310066,900
6858462,18446744073544300078,12
6858474,18446744073544290090,12
6858482,18446744073544280098,8
6858498,18446744073544270114,16
6859406,18446744073544261022,908
6859418,18446744073544251034,12
6859434,18446744073544241050,16
6860334,18446744073544231950,900
6860338,18446744073544221954,4
6860366,18446744073544211982,28
6860378,18446744073544201994,12
6861338,18446744073544192954,960
6861406,18446744073544183022,68
6861450,18446744073544173066,44
6861466,18446744073544163082,16
6862754,18446744073544154370,1288
6862766,18446744073544144382,12
6862778,18446744073544134394,12
6862794,18446744073544124410,16
6863670,18446744073544115286,876
6863730,18446744073544105346,60
6863746,18446744073544095362,16
6863762,18446744073544085378,16
6864658,18446744073544076274,896
6864678,18446744073544066294,20
6864698,18446744073544056314,20
6864706,18446744073544046322,8
6865570,18446744073544037186,864
6865586,18446744073544027202,16
6865666,18446744073544017282,80
6865686,18446744073544007302,20
6866594,18446744073543998210,908
6866610,18446744073543988226,16
6866622,18446744073543978238,12
6867554,18446744073543969170,932
6867574,18446744073543959190,20
6867582,18446744073543949198,8
6867598,18446744073543939214,16
6868494,18446744073543930110,896
6868506,18446744073543920122,12
6868518,18446744073543910134,12
6868566,18446744073543900182,48
6869546,18446744073543891162,980
6869566,18446744073543881182,20
6869578,18446744073543871194,12
6869594,18446744073543861210,16
6870574,18446744073543852190,980
6870594,18446744073543842210,20
6870666,18446744073543832282,72
6870686,18446744073543822302,20
6871582,18446744073543813198,896
6871606,18446744073543803222,24
6871622,18446744073543793238,16
6871718,18446744073543783334,96
6871734,18446744073543773350,16
6872638,18446744073543764254,904
6872670,18446744073543754286,32
6872698,18446744073543744314,28
6872710,18446744073543734326,12
6873666,18446744073543725282,956
6873694,18446744073543715310,28
6873710,18446744073543705326,16
6873722,18446744073543695338,12
6874670,18446744073543686286,948
6874694,18446744073543676310,24
6874710,18446744073543666326,16
6874722,18446744073543656338,12
6875634,18446744073543647250,912
6875666,18446744073543637282,32
6875678,18446744073543627294,12
6875690,18446744073543617306,12
6876662,18446744073543608278,972
6876682,18446744073543598298,20
6876690,18446744073543588306,8
6876706,18446744073543578322,16
6877710,18446744073543569326,1004
6877722,18446744073543559338,12
6877738,18446744073543549354,16
6877746,18446744073543539362,8
6879022,18446744073543530638,1276
6879038,18446744073543520654,16
6879106,18446744073543510722,68
6879126,18446744073543500742,20
6880150,18446744073543491766,1024
6880174,18446744073543481790,24
6880198,18446744073543471814,24
6880214,18446744073543461830,16
6880226,18446744073543451842,12
6881150,18446744073543442766,924
6881162,18446744073543432778,12
6881178,18446744073543422794,16
6881190,18446744073543412806,12
6882062,18446744073543403678,872
6882090,18446744073543393706,28
6882102,18446744073543383718,12
6882118,18446744073543373734,16
6882998,18446744073543364614,880
6883014,18446744073543354630,16
6883042,18446744073543344658,28
6883962,18446744073543335578,920
6884222,18446744073543325838,260
6884238,18446744073543315854,16
6884254,18446744073543305870,16
6885182,18446744073543296798,928
6885206,18446744073543286822,24
6885218,18446744073543276834,12
6885230,18446744073543266846,12
6885242,18446744073543256858,12
6886222,18446744073543247838,980
6886234,18446744073543237850,12
6886246,18446744073543227862,12
6886262,18446744073543217878,16
6887198,18446744073543208814,936
6887214,18446744073543198830,16
6887234,18446744073543188850,20
6887246,18446744073543178862,12
6888210,18446744073543169826,964
6888226,18446744073543159842,16
6888234,18446744073543149850,8
6888250,18446744073543139866,16
6889186,18446744073543130802,936
6889198,18446744073543120814,12
6889214,18446744073543110830,16
6889222,18446744073543100838,8
6890170,18446744073543091786,948
6890194,18446744073543081810,24
6890206,18446744073543071822,12
6890218,18446744073543061834,12
6891134,18446744073543052750,916
6891150,18446744073543042766,16
6891166,18446744073543032782,16
6891178,18446744073543022794,12
6892150,18446744073543013766,972
6892170,18446744073543003786,20
6892190,18446744073542993806,20
6892206,18446744073542983822,16
6893162,18446744073542974778,956
6893178,18446744073542964794,16
6893194,18446744073542954810,16
6893214,18446744073542944830,20
6893222,18446744073542934838,8
6894166,18446744073542925782,944
6894194,18446744073542915810,28
6894206,18446744073542905822,12
6894214,18446744073542895830,8
6895150,18446744073542886766,936
6895170,18446744073542876786,20
6895182,18446744073542866798,12
6896074,18446744073542857690,892
6896090,18446744073542847706,16
6896106,18446744073542837722,16
6896158,18446744073542827774,52
6897150,18446744073542818766,992
6897170,18446744073542808786,20
6897182,18446744073542798798,12
6898210,18446744073542789826,1028
6898230,18446744073542779846,20
6898246,18446744073542769862,16
6898262,18446744073542759878,16
6899222,18446744073542750838,960
6899234,18446744073542740850,12
6899250,18446744073542730866,16
6899266,18446744073542720882,16
6900214,18446744073542711830,948
6900234,18446744073542701850,20
6900250,18446744073542691866,16
6900262,18446744073542681878,12
6901214,18446744073542672830,952
6901226,18446744073542662842,12
6901238,18446744073542652854,12
6901254,18446744073542642870,16
6902190,18446744073542633806,936
6902206,18446744073542623822,16
6902218,18446744073542613834,12
6902226,18446744073542603842,8
6903162,18446744073542594778,936
6903186,18446744073542584802,24
6903198,18446744073542574814,12
6904098,18446744073542565714,900
6904118,18446744073542555734,20
6904134,18446744073542545750,16
6904206,18446744073542535822,72
6904218,18446744073542525834,12
6905162,18446744073542516778,944
6905178,18446744073542506794,16
6905190,18446744073542496806,12
6905206,18446744073542486822,16
6906186,18446744073542477802,980
6906202,18446744073542467818,16
6906214,18446744073542457830,12
6906226,18446744073542447842,12
6907190,18446744073542438806,964
6907230,18446744073542428846,40
6907246,18446744073542418862,16
6907262,18446744073542408878,16
6908182,18446744073542399798,920
6908198,18446744073542389814,16
6908226,18446744073542379842,28
6908242,18446744073542369858,16
6909150,18446744073542360766,908
6909162,18446744073542350778,12
6909206,18446744073542340822,44
6909222,18446744073542330838,16
6910226,18446744073542321842,1004
6910234,18446744073542311850,8
6910334,18446744073542301950,100
6910346,18446744073542291962,12
6911270,18446744073542282886,924
6911282,18446744073542272898,12
6911682,18446744073542263298,400
6911706,18446744073542253322,24
6912610,18446744073542244226,904
6912638,18446744073542234254,28
6912658,18446744073542224274,20
6912674,18446744073542214290,16
6912686,18446744073542204302,12
6913654,18446744073542195270,968
6913702,18446744073542185318,48
6913722,18446744073542175338,20
6914698,18446744073542166314,976
6914710,18446744073542156326,12
6914722,18446744073542146338,12
6914738,18446744073542136354,16
6915658,18446744073542127274,920
6915678,18446744073542117294,20
6915694,18446744073542107310,16
6915706,18446744073542097322,12
6916666,18446744073542088282,960
6916678,18446744073542078294,12
6916694,18446744073542068310,16
6916706,18446744073542058322,12
